CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
18-01-0400-46,18-008,IZABAL,PUERTO BARRIOS,CENTRO EDUCATIVO DE FORMACIAN INTEGRAL SAN MARTAN DE PORRES,5A AVENIDA ENTRE 3A. Y 4A. CALLES,41542920,ELENA ELIZABETH SUCHITE GARNICA,GUSTAVO ADOLFO BATRES ESPINOZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-0402-46,18-009,IZABAL,PUERTO BARRIOS,CENTRO DE DESARROLLO HUMANO TECNOLOGICO ASOCIACION GRUPO CEIBA,"COLONIA SAN AGUSTIN, ALDEA SANTO TOMAS DE CASTILLA",57175702,DANY ARELY IBARRA MEJIA,MARIA DEL CARMEN URIZAR CATALAN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-0403-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO MIXTO BILINGUE QUETZALLI,"COLONIA LAS FLORES, ALDEA SANTO TOMAS DE CASTILLA",31229254,ELENA ELIZABETH SUCHITE GARNICA,JUAN CARLOS LUCERO ALVARADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-0404-46,18-008,IZABAL,PUERTO BARRIOS,LICEO TECNICO GUATEMALTECO IDETI,ALDEA PLACA NO.1,50184029,ELENA ELIZABETH SUCHITE GARNICA,DAISY LORENA AGUIRRE VENTURA DE MEJIA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-0405-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO PARTICULAR MIXTO SHADDAI,3A. CALLE 1A. COLONIA SAN AGUSTIN SANTO TOMAS DE CASTILLA,79453430,ELENA ELIZABETH SUCHITE GARNICA,HERLINDO ARTIGA MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-0406-46,18-009,IZABAL,PUERTO BARRIOS,"PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA, PRONEA",20 AVENIDA 13-14 CALLES,30785700,DANY ARELY IBARRA MEJIA,EDIN ROBERTO CHUN JUC,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,IZABAL
18-01-0407-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO PRIVADO MIXTO SAN JOSE,BARRIO EL PUEBLITO ALDEA SANTO TOMAS DE CASTILLA,79484877,ELENA ELIZABETH SUCHITE GARNICA,AMELIA ZULEMA LOPEZ MENDEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,A DISTANCIA,IZABAL
18-01-0409-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO CRISTIANO PRIVADO MIXTO CRISTO VIENE,ALDEA ENTRE RIOS,40620273,ELENA ELIZABETH SUCHITE GARNICA,GRICELDA MAGALY LEMUS CALDERON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-0413-46,18-008,IZABAL,PUERTO BARRIOS,CAB SCHOOL PUERTO BARRIOS,"RIO CACAO, KILOMETRO 292, RUTA AL ATLANTICO",25048292,ELENA ELIZABETH SUCHITE GARNICA,ROSSANA AIMAE CHIAPAS GALLARDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-01-0414-46,18-009,IZABAL,PUERTO BARRIOS,CENTRO DE EDUCACION EXTRAESCOLAR -CEEX-DEPARTAMENTAL,20 AVENIDA 13 Y 14 CALLE,79480009,DANY ARELY IBARRA MEJIA,DALIA CARINA LAPEZ RAMAREZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-01-0415-46,18-008,IZABAL,PUERTO BARRIOS,"COLEGIO MIXTO BILINGUE ""QUETZALLI""",3A. CALLE 15 AVENIDA COLONIA LAS FLORES SANTO TOMAS DE CASTILLA,79600197,ELENA ELIZABETH SUCHITE GARNICA,JUAN CARLOS LUCERO ALVARADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-0657-46,18-005,IZABAL,PUERTO BARRIOS,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO MONTESSORI JV,12 AVENIDA ENTRE 10 Y 11 CALLES,79480774,MONICA LISETH DUARTE MEJIA,MIGUEL DANILO MONTERROSO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-0658-46,18-005,IZABAL,PUERTO BARRIOS,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA EL DIVINO MAESTRO JN,"CALZADA AL CAMPO DE DIOS, BARRIO EL PUEBLITO",79484009,MONICA LISETH DUARTE MEJIA,MANUEL DE JESUS SAGASTUME CASASOLA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL
18-01-0695-46,18-005,IZABAL,PUERTO BARRIOS,"INSTITUTO PARTICULAR MIXTO ""CIENCIA Y DESARROLLO""",14 CALLE 12 AVENIDA,79486407,MONICA LISETH DUARTE MEJIA,EDGAR ROMEO MARTANEZ CACERES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-0746-46,18-005,IZABAL,PUERTO BARRIOS,COLEGIO DE CIENCIAS DE LA COMPUTACION,8A. AVENIDA Y 10A. CALLE,79480009,MONICA LISETH DUARTE MEJIA,MIGUEL DANILO MONTERROSO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-01-1025-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO PARTICULAR MIXTO 'MIGUEL ANGEL ASTURIAS' JM,11 CALLE ENTRE 10 Y 11 AVENIDA,79481153,ELENA ELIZABETH SUCHITE GARNICA,ASTRID EMPERATRIZ CASTILLO MIRANDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-01-1134-46,18-008,IZABAL,PUERTO BARRIOS,"COLEGIO PARTICULAR MIXTO ""MIGUEL ANGEL ASTURIAS""",11 CALLE Y 10 Y 11 AVENIDAS,79481153,ELENA ELIZABETH SUCHITE GARNICA,ELIDA ARGENTINA HERNANDEZ MEJIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-1969-46,18-008,IZABAL,PUERTO BARRIOS,INSTITUTO PARTICULAR MIXTO EL DIVINO MAESTRO,"CALZADA CAMPO DE DIOS, BARRIO EL PUEBLITO",79484009,ELENA ELIZABETH SUCHITE GARNICA,MANUEL DE JESUS SAGASTUME CASASOLA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-2427-46,18-005,IZABAL,PUERTO BARRIOS,INSTITUTO PARTICULAR MIXTO ACADEMICO INTEGRADO I.N.A.I,AVENIDA GENERAL UBICO Y 17 CALLE,79480009,MONICA LISETH DUARTE MEJIA,DANIEL HUMBERTO GOMEZ POLANCO,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-2453-46,18-007,IZABAL,PUERTO BARRIOS,INED ADSCRITO AL INSTITUTO NACIONAL DE EDUCACION BASICA EXPERIMENTAL CON ORIENTACION OCUPACIONAL DR. LUIS PASTEUR,9A. AVE. ENTRE 14 Y 17 CALLES,79488096,CYNTHIA AZUCELLY BARRIENTOS LOPEZ,OLGA LETICIA TENAS MARTINEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-2487-46,18-007,IZABAL,PUERTO BARRIOS,INSTITUTO DIVERSIFICADO POR COOPERATIVA,9A. AVE. ENTRE 14 Y 17 CALLE,79487047,CYNTHIA AZUCELLY BARRIENTOS LOPEZ,JOSE LUIS JUMIQUE CORONADO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-2642-46,18-007,IZABAL,PUERTO BARRIOS,ESCUELA NORMAL DE EDUCACION FISICA,ALDEA SANTO TOMAS DE CASTILLA,79453875,CYNTHIA AZUCELLY BARRIENTOS LOPEZ,EDITH CONSUELO SIERRA JUAREZ DE MARROQUIN,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-01-2722-46,18-008,IZABAL,PUERTO BARRIOS,INSTITUTO PARTICULAR MIXTO DE BACH. POR MADUREZ DR. MARIANO GALVEZ,FRENTE AL PARQUE BELGA ALDEA SANTO TOMAS DE CASTILLA,58685566,ELENA ELIZABETH SUCHITE GARNICA,SINDY MARISOL NUAEZ VALIENTE,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-2823-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION CEIF COMP,7AV. ENTRE 14 Y 15 CALLE EN PUERTO BARRIOS,79524695,ELENA ELIZABETH SUCHITE GARNICA,MARCO TULIO FLORES LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-2828-46,18-008,IZABAL,PUERTO BARRIOS,LICEO TECNICO VOCACIONAL MAYA,22 CALLE 7A. Y 8A. AVENIDA,52936124,ELENA ELIZABETH SUCHITE GARNICA,MYNOR ALBERTO SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-01-2829-46,18-008,IZABAL,PUERTO BARRIOS,LICEO TECNICO VOCACIONAL 'MAYA',22 CALLE 7A. Y 8A. AVENIDA,52936124,ELENA ELIZABETH SUCHITE GARNICA,MYNOR ALBERTO SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,IZABAL
18-01-2830-46,18-008,IZABAL,PUERTO BARRIOS,"COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION, CEIF COMP","7A. AVENIDA ENTRE 14 Y 15 CALLE, PUERTO BARRIOS",79524695,ELENA ELIZABETH SUCHITE GARNICA,MARCO TULIO FLORES LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-2919-46,18-008,IZABAL,PUERTO BARRIOS,INSTITUTO PARTICULAR MIXTO EL DIVINO MAESTRO,CALZADA AL CAMPO DE DIOS ALDEA SANTO TOMAS DE CASTILLA,79484009,ELENA ELIZABETH SUCHITE GARNICA,MANUEL DE JESUS SAGASTUME CASASOLA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-2928-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO PARTICULAR MIXTO 'MIGUEL ANGEL ASTURIAS',11 CALLE 10 Y 11 AV.,79481153,ELENA ELIZABETH SUCHITE GARNICA,LUBIA JUDITH ORELLANA SALAS DE OLIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-3017-46,18-008,IZABAL,PUERTO BARRIOS,"ESCUELA PARTICULAR MIXTA ""JUSTO RUFINO BARRIOS""",8AV. 17 Y 18 CALLE,79487031,ELENA ELIZABETH SUCHITE GARNICA,ROSA VICTORIA LEONARDO WELCHES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-3030-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO PARTICULAR MIXTO BILINGUE 'JOSE CECILIO DEL VALLE',CALLE PRINCIPAL ALDEA SANTO TOMAS DE CASTILLA,49546612,ELENA ELIZABETH SUCHITE GARNICA,NAZARIO CHAVEZ PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-3032-46,18-005,IZABAL,PUERTO BARRIOS,COLEGIO PARTICULAR MIXTO BILINGUE 'JOSE CECILIO DEL VALLE',CALLE PRINCIPAL ALDEA SANTO TOMAS DE CASTILLA,49546612,MONICA LISETH DUARTE MEJIA,NAZARIO CHAVEZ PEREZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-3068-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO TECNICO PRIVADO MIXTO LA PATRIA,ALDEA ENTRE RIOS,79475263,ELENA ELIZABETH SUCHITE GARNICA,LUIS ALBERTO CARCAMO PEAA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-3107-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO TECNICO PRIVADO MIXTO LA PATRIA,ALDEA ENTRE RIOS,79475263,ELENA ELIZABETH SUCHITE GARNICA,LUIS ALBERTO CARCAMO PEAA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-01-3235-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO PARTICULAR MIXTO PIEDRAS NEGRAS,"COLONIA PIEDRAS NEGRAS, SANTO TOMAS DE CASTILLA",58368127,ELENA ELIZABETH SUCHITE GARNICA,LASTENIA CARIAS SAMAYOA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-01-3245-46,18-008,IZABAL,PUERTO BARRIOS,COLEGIO PARTICULAR MIXTO 'MATIAS DE GALVEZ',COLONIA PIEDRAS NEGRAS ALDEA SANTO TOMASDE CASTILLA,56142325,ELENA ELIZABETH SUCHITE GARNICA,SINDY MARISOL NUAEZ VALIENTE,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,IZABAL
18-02-0108-46,18-017,IZABAL,LIVINGSTON,"INSTITUTO PRIVADO MIXTO DE FORMACION JUVENIL ""RIO DULCE""",ALDEA FRONTERAS RIO DULCE,79305829,RUBEN ALFREDO MAZARIEGOS VASQUEZ,MELVIN EDUARDO VENTURA QUINTANILLA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0110-46,18-017,IZABAL,LIVINGSTON,"INSTITUTO PRIVADO MIXTO DE FORMACION JUVENIL ""RIO DULCE""","ALDEA FRONTERAS, RIO DULCE",79305829,RUBEN ALFREDO MAZARIEGOS VASQUEZ,MELVIN EDUARDO VENTURA QUINTANILLA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-02-0188-46,18-040,IZABAL,LIVINGSTON,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"CALLE DE LA IGLESIA, BARRIO MINERVA",46129146,LORENZO VILLANUEVA COY,MITZI LISSETH ALVAREZ TORO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0191-46,18-013,IZABAL,LIVINGSTON,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA FRONTERAS RIO DULCE,31298390,LEYVIMARLOT ENRIQUEZ ESPINOZA DE MORALES,WILLIAM OSWALDO PACHAM POP,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0242-46,18-011,IZABAL,LIVINGSTON,"COLEGIO PRIVADO MIXTO ""KATERI TEKAKWITHA""",BARRIO MINERVA,79470298,JUAN OSVALDO ESTERO MARTINEZ,EDWIN ROLANDO SAMOL ESQUIT,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0254-46,18-017,IZABAL,LIVINGSTON,COLEGIO PARTICULAR MIXTO RIO DULCE,ALDEA FRONTERAS RIO DULCE,79305368,RUBEN ALFREDO MAZARIEGOS VASQUEZ,RUBEN DARIO NOLASCO PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0255-46,18-017,IZABAL,LIVINGSTON,COLEGIO PARTICULAR MIXTO RIO DULCE,ALDEA FRONTERAS RIO DULCE,79305368,RUBEN ALFREDO MAZARIEGOS VASQUEZ,RUBEN DARIO NOLASCO PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-02-0276-46,18-017,IZABAL,LIVINGSTON,COLEGIO PARTICULAR MIXTO MUNDO JUVENIL,BARRIO EL TALLER FRONTERAS ALDEA FRONTERAS,79305318,RUBEN ALFREDO MAZARIEGOS VASQUEZ,RAFAEL ELVIN RETANA CRUZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-02-0280-46,18-017,IZABAL,LIVINGSTON,COLEGIO PARTICULAR MIXTO MUNDO JUVENIL,"BARRIO EL TALLER FRONTERAS, ALDEA FRONTERAS",79305318,RUBEN ALFREDO MAZARIEGOS VASQUEZ,RAFAEL ELVIN RETANA CRUZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-02-0281-46,18-017,IZABAL,LIVINGSTON,COLEGIO PARTICULAR MIXTO MUNDO JUVENIL,BARRIO EL TALLER FRONTERAS ALDEA FRONTERAS,79305318,RUBEN ALFREDO MAZARIEGOS VASQUEZ,RAFAEL ELVIN RETANA CRUZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0291-46,18-017,IZABAL,LIVINGSTON,COLEGIO PARTICULAR MIXTO LIC. HECTOR ARTURO CARPIO ESCOBAR,ALDEA GUITARRAS,40629261,RUBEN ALFREDO MAZARIEGOS VASQUEZ,JAVIER ICAL CHEN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0304-46,18-016,IZABAL,LIVINGSTON,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED-,ALDEA BUENOS AIRES,32821893,DEYSI YANNETH LINARES CALLES DE ENRIQUEZ,ENOC MEDRANO MEJIA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0312-46,18-017,IZABAL,LIVINGSTON,"COLEGIO CRISTIANO PRIVADO MIXTO DE EDUC. BASICA Y DIVERSIFICADA ""MONTE PENIEL""","ALDEA SEMOX , LIVINGSTON, IZABAL",48038616,RUBEN ALFREDO MAZARIEGOS VASQUEZ,SANTOS INES CARIAS HERNANDEZ DE CHUB,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0316-46,18-017,IZABAL,LIVINGSTON,"INSTITUTO PRIVADO MIXTO DE FORMACIAN JUVENIL ""RAO DULCE""",ALDEA FRONTERAS RIO DULCE,79305829,RUBEN ALFREDO MAZARIEGOS VASQUEZ,MELVIN EDUARDO VENTURA QUNTANILLA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0317-46,18-017,IZABAL,LIVINGSTON,"INSTITUTO PRIVADO MIXTO DE FORMACIAN JUVENIL ""RAO DULCE""",ALDEA FRONTERAS RIO DULCE,79305829,RUBEN ALFREDO MAZARIEGOS VASQUEZ,MELVIN EDUARDO VENTURA QUNTANILLA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-02-0325-46,18-017,IZABAL,LIVINGSTON,"COLEGIO CRISTIANO PRIVADO MIXTO DE EDUCACION BASICA Y DIVERSIFICADA ""MONTE PENIEL""",ALDEA SEMOX,48038616,RUBEN ALFREDO MAZARIEGOS VASQUEZ,SANTOS INES CARIAS HERNANDEZ DE CHUB,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-02-0328-46,18-041,IZABAL,LIVINGSTON,INSTITUTO NACIONAL DE EDUCACIAN DIVERSIFICADA,ALDEA LAMPARA,51736590,AXEL RAFAEL GARCIA VALDEZ,CARLOS JOAL XOL ICA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0330-46,18-015,IZABAL,LIVINGSTON,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA LOS PARACAIDISTAS,48038616,HUGO LEONEL RAMOS CANTE,HEIDY AMPARO NAJERA CAMEROS DE SANCHEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0340-46,18-017,IZABAL,LIVINGSTON,"COLEGIO PRIVADO MIXTO ""D GONZALEZ""",ALDEA LOS ANGELES,30640244,RUBEN ALFREDO MAZARIEGOS VASQUEZ,ANGEL ANTONIO GONZALEZ RAMOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0341-46,18-017,IZABAL,LIVINGSTON,"COLEGIO PRIVADO MIXTO ""D GONZALEZ""",ALDEA LOS ANGELES,30640244,RUBEN ALFREDO MAZARIEGOS VASQUEZ,ANGEL ANTONIO GONZALEZ RAMOS,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-02-0347-46,18-017,IZABAL,LIVINGSTON,"INSTITUTO PRIVADO MIXTO ""HERMANO PEDRO DE BETANCUR""",ALDEA LOS ANGELES,53886336,RUBEN ALFREDO MAZARIEGOS VASQUEZ,MAGDALENA MARTINEZ MENDEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-02-0350-46,18-017,IZABAL,LIVINGSTON,"INSTITUTO PRIVADO MIXTO ""HERMANO PEDRO DE BETANCUR""","ALDEA LOS ANGELES, RIO DULCE",53886336,RUBEN ALFREDO MAZARIEGOS VASQUEZ,MAGDALENA MARTINEZ MENDEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-02-0351-46,18-017,IZABAL,LIVINGSTON,COLEGIO PARTICULAR MIXTO MUNDO JUVENIL,ALDEA FRONTERAS RIO DULCE,79305318,RUBEN ALFREDO MAZARIEGOS VASQUEZ,RAFAEL ELVIN RETANA CRUZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-02-0362-46,18-017,IZABAL,LIVINGSTON,CENTRO EDUCATIVO SAN PABLO FE Y ALEGRIA NO. 52,ALDEA TAMAGAS CREEK,30331507,RUBEN ALFREDO MAZARIEGOS VASQUEZ,MERLYN USBALDO ZACARIAS IPIAA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0366-46,18-017,IZABAL,LIVINGSTON,INSTITUTO PRIVADO MIXTO SAN JOSE BUENA VISTA,"ALDEA SAN JOSE BUENA VISTA, RIO DULCE",45339061,RUBEN ALFREDO MAZARIEGOS VASQUEZ,JOSE ARNOLDO MAGAAA RIVERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0379-46,18-017,IZABAL,LIVINGSTON,"COLEGIO PARTICULAR MIXTO BILINGAE ""SAN FELIPE IZABAL""",ALDEA SAN FELIPE DE LARA,58259443,RUBEN ALFREDO MAZARIEGOS VASQUEZ,LIDIA ROSELIA CHOC TIUL DE DAAZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-02-0382-46,18-017,IZABAL,LIVINGSTON,COLEGIO PARTICULAR MIXTO MUNDO JUVENIL,"BARRIO SAN MIGUEL, ALDEA FRONTERAS, RIO DULCE",79305318,RUBEN ALFREDO MAZARIEGOS VASQUEZ,RAFAEL ELVIN RETANA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL
18-02-0383-46,18-017,IZABAL,LIVINGSTON,COLEGIO PARTICULAR MIXTO MUNDO JUVENIL,"BARRIO SAN MIGUEL, ALDEA FRONTERAS, RIO DULCE",79305318,RUBEN ALFREDO MAZARIEGOS VASQUEZ,RAFAEL ELVIN RETANA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL
18-02-0389-46,18-017,IZABAL,LIVINGSTON,"INSTITUTO PRIVADO MIXTO ""HERMANO PEDRO DE BETANCUR""",ALDEA LOS ANGELES,5388633,RUBEN ALFREDO MAZARIEGOS VASQUEZ,MAGDALENA MARTINEZ MENDEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-02-0390-46,18-017,IZABAL,LIVINGSTON,"COLEGIO PARTICULAR MIXTO EVANGELICO ""NAZARENO""",ALDEA SAN ANTONIO SEJA,30689874,RUBEN ALFREDO MAZARIEGOS VASQUEZ,MILDER DANIEL GARCIA MANCILLA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-02-0396-46,18-017,IZABAL,LIVINGSTON,"INSTITUTO PRIVADO MIXTO ""SAN ANTONIO""",ALDEA SAN ANTONIO SEJA,45339061,RUBEN ALFREDO MAZARIEGOS VASQUEZ,SANDRA YANETH BOLVITO PERDOMO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
